cluster_id,product_code,description,cluster_size
cluster_169,15000,CHK WOG 2.50-2.75# *__ 28hd,50
cluster_169,15006018,CHK WOG 4.00-5.00# GRD 18hd CVP,50
cluster_169,15030A,CHK WOG 3.50-3.75#-FMC 20hd,50
cluster_169,1502010,CHK WOG 3.50-4.00# KOC 20HD,50
cluster_169,15006080,CHK WOG 3.50-3.75# MRJ 20hd,50
cluster_169,15008840,CHK WOG 3.00-3.25# GNP 16300 12hd,50
cluster_169,15008989,CHK WOG 3.75-4.00#-FMC 18hd,50
cluster_169,15030004,CHK WOG-z 3.00-3.50# GRD 22hd,50
cluster_169,15002018,CHK WOG 2.75-3.00# KOC 24hd,50
cluster_169,15006092,CHK WOG-z 3.50-3.75# KEY 20hd,50
cluster_169,15008987,CHK WOG 3.00-3.75#-FMC-1hd,50
cluster_169,150091,CHK WOG 3.25-3.50# KOC 16hd,50
cluster_169,15004032,CHK WOG-z 3.50-3.75# PILG 20hd,50
cluster_169,15004034,CHK WOG 3.00-3.50# MRJ 22hd,50
cluster_169,15001090,CHK WOG 2.50-2.75# GRD 28hd,50
cluster_169,15006084,CHK WOG 3.50-3.75#CVP CKG 20hd,50
cluster_169,15001094,CHK WOG 2.50-2.75# GRD 16hd,50
cluster_169,15004039,CHK WOG-z 3.50-3.75# GROD 20hd,50
cluster_169,15002032,CHK WOG-z 2.75-3.00# FMC 22HD,50
cluster_169,1500883,CHK WOG 2.75-3.00# KOC 16hd 45#,50
cluster_169,15443,CHK WOG 2.25-2.50# CGL 25hd,50
cluster_169,15030007,CHK WOG 3.00-3.25# CKG 22hd,50
cluster_172,15205,CHK WOG 2.50# CUT 1/8 EA.,9
cluster_172,10212CP,CHK WOG 2.75# CUT 1/10 EA.,9
cluster_172,15209,CHK WOG 2.75# CUT 1/2 EA.,9
cluster_172,15211,CHK WOG 2.75# CUT 1/4 EA.,9
cluster_172,15213,CHK WOG 2.75# CUT 1/8 EA.,9
cluster_172,15231A1,CHK WOG 3.50# CUT 1/10 EA.,9
cluster_172,15225,CHK WOG 3.50# CUT 1/2 EA.,9
cluster_172,15229,CHK WOG 3.50# CUT 1/8 EA.,9
cluster_172,15231,CHK WOG 3.50# CUT 1/9 EA.,9
cluster_171,15202,CHK WOG 2.50# CUT 1/4,7
cluster_171,15204,CHK WOG 2.50# CUT 1/8,7
cluster_171,1507734,CHK WOG 3.25-3.50# CUT 1/8 KOC,7
cluster_171,15231A,CHK WOG 3.50# CUT 1/10,7
cluster_171,15224,CHK WOG 3.50# CUT 1/2,7
cluster_171,15226,CHK WOG 3.50# CUT 1/4,7
cluster_171,15228,CHK WOG 3.50# CUT 1/8,7
cluster_173,15215C,CHK WOG 2.75# CUT 1/10,7
cluster_173,15208,CHK WOG 2.75# CUT 1/2,7
cluster_173,15210,CHK WOG 2.75# CUT 1/4,7
cluster_173,15212898,CHK WOG 2.75# CUT 1/8,7
cluster_173,15212A,CHK WOG 2.75# CUT 1/8-16H,7
cluster_173,15212,CHK WOG 2.75# CUT 1/8-20H,7
cluster_173,15212BG,CHK WOG 2.75# CUT 1/8-2B,7
cluster_170,15230,CHK WOG 3 - 3.25# CUT 1/2 16 HD,11
cluster_170,152308,CHK WOG 3 - 3.25# CUT 1/8 16 HD,11
cluster_170,15234,CHK WOG 3.00# CUT 1/10 22hd,11
cluster_170,15216,CHK WOG 3.00# CUT 1/2 22hd,11
cluster_170,15218,CHK WOG 3.00# CUT 1/4 22hd,11
cluster_170,15220999,CHK WOG 3.00# CUT 1/8 14hd 40#-CVP,11
cluster_170,15220,CHK WOG 3.00# CUT 1/8 22hd,11
cluster_170,15220998,CHK WOG 3.00# CUT 1/8 22hd FMC,11
cluster_170,15220B,CHK WOG 3.00-3.25# CUT 1/8 12H,11
cluster_170,15076,CHK WOG 3.25# CUT 1/2 B/OUT 10HD,11
cluster_170,15005A4,CHK WOG 3.25# CUT 1/4,11
cluster_295,73007921,CHKN BR BRD FC 4-oz BB5206 10#,6
cluster_295,73081998,CHKN BR FIL BRD PB 4oz K151410 10#,6
cluster_295,73012,CHKN BR FIL FC GF 04 OZ BB4201 10#,6
cluster_295,73007987,CHKN BR FIL ORGMFC 04 OZ BB5154 10#,6
cluster_295,73084177,CHKN BRD FIL5-oz FC BB-5057 10#,6
cluster_295,13724,CHKN STFD K13724 CBLU 24/7oz 10.5#,6
cluster_254,73087303,CHKN WING BNL BRD FC BB7303-z 10#,4
cluster_254,73133022,CHKN WING BNL BRD PB K86387 10#,4
cluster_254,75054,CHKN WING BRD FC SPCY K86616 15#-z,4
cluster_254,73124,CHKN WING BRD FC TRAD K86614 15#-z,4
cluster_256,145080,"FILET, CC, SELECT, 8OZ",7
cluster_256,145060,"FILET, CC, SELECT, 6OZ",7
cluster_256,144112,"FILET, CC, CH, 11.5OZ",7
cluster_256,144080,"FILET BARRELCUT, CH, 8OZ",7
cluster_256,144089,"FILET BARRELCUT, CH, 6OZ",7
cluster_256,145100,"FILET, CC, SELECT, 10OZ",7
cluster_256,145090,"FILET, CC, SELECT, 9OZ",7
cluster_100,21990,Chorizo guatamalan DonPedros 20/1#,14
cluster_100,22301,Chorizo Salvadorean 20/1#,14
cluster_100,22143,Chorizo salvadorian DonPedros 20/1#,14
cluster_100,21162,Chorizo longaniza DonPedros 20/1#,14
cluster_100,22142,Chorizo salvadorian DonPedros 2/10#,14
cluster_100,22300,Chorizo Salvadorean 2/10#,14
cluster_100,21996,Chorizo guatamalan DonPedros 2/10#,14
cluster_100,22303,Chorizo Longaniza 20/1#,14
cluster_100,22304,Chorizo Guatamalan 20/1 #,14
cluster_100,22162,Chorizo longaniza DonPedros 2/10#,14
cluster_100,22120,Chorizo rellena  20/1#,14
cluster_100,22199,Chorizo Guatemalteco 20/1#,14
cluster_100,22302,Chorizo Longaniza 2/10#,14
cluster_100,38240700,Chorizo (Eminente),14
cluster_45,40234,CHS CHED MILD SHRED REG 4/5#,8
cluster_45,40514,CHS MOZ SHRED WM SOR 6/5#,8
cluster_45,40516,CHS MOZ SHRED *__ PS 4/5#,8
cluster_45,40239,CHS CHED & MNT JAC SHRED FINE 4/5#,8
cluster_45,40518,CHS MOZ SHRED *__ PS 6/5#,8
cluster_45,40476,CHS MONT JACK SHRED*__ 4/5#,8
cluster_45,40182,CHS CHED MILD LOAF YEL 4/5# WISC,8
cluster_45,40445344,CHS QUESADILLA SHRED CHIHU V&V 4/5#,8
cluster_20,40022C,CHS AMER YELLOW SLC120 *__ 4/5#,4
cluster_20,40PK18,CHS AMER YELLOW SLC120 THM 4/5#,4
cluster_20,40024,CHS AMER YELLOW SLC160 *__ 4/5#,4
cluster_20,40606,CHS PARM GRATED 4/5#,4
cluster_312,120007,CHUCK BNLSWHOLE SHORT RIBS,17
cluster_312,13189984,"Chuck Short Rib Finger, (Ch)",17
cluster_312,13381015,"Chuck Short Rib, 4pc, IBP (Sel)",17
cluster_312,13181055,"Chuck Short Rib, AFG (Sel)",17
cluster_312,13181054,"Chuck Short Rib, AFG (Ch)",17
cluster_312,13181056,"Chuck Short Rib, AFG (NR)",17
cluster_312,13181055,"Chuck Short Rib, AFG (Sel)",17
cluster_312,13183896,"Chuck Short Rib, Clear River (NR)",17
cluster_312,13181376,"Chuck Short Rib, EVP, (N/R_Angus)",17
cluster_312,13181375,"Chuck Short Rib, EVP, (NR)",17
cluster_312,13183554,"Chuck Short Rib, Heartland (Ch)",17
cluster_312,13143556,"Chuck Short Rib, Heartland (N/R)",17
cluster_312,13183556,"Chuck Short Rib, Heartland (N/R_Angus)",17
cluster_312,13181014,"Chuck Short Rib, IBP (Ch)",17
cluster_312,13183354,"Chuck Short Rib, Swift (Ch)",17
cluster_312,13183334,"Chuck Short Rib, Upper Iowa (Ch)",17
cluster_312,13183352,"Chuck Short Rib,Swift (C_Angus)",17
cluster_509,128011,"CHUCK GROUND PATTY 80/20, 10OZ",6
cluster_509,120804,"CHUCK GROUND PATTY 80/20, 4OZ",6
cluster_509,128007,"CHUCK GROUND PATTY 80/20, 7OZ",6
cluster_509,128018,"CHUCK GROUND PATTY 80/20, 8OZ",6
cluster_509,120854,"CHUCK GROUND PATTY 85/15, 4OZ WIDE",6
cluster_509,128507,"CHUCK GROUND PATTY 85/15, 7OZ",6
cluster_313,13083356,"Chuck Roll N/off, Swift (NR)",29
cluster_313,13094495,"Chuck Roll N/off, Harmony (AA)",29
cluster_313,13081204,"Chuck Roll N/off, Creekstone (Ch)",29
cluster_313,13083554,"Chuck Roll N/off, Heartland (Ch)",29
cluster_313,13094494,"Chuck Roll N/off, Harmony (AAA)",29
cluster_313,13081003,"Chuck Roll N/off, GreaterOmaha (Ch_Angu)",29
cluster_313,13094497,"Chuck Roll N/off, Harmony (A)",29
cluster_313,13084496,"Chuck Roll N/off, Harmony",29
cluster_313,13081024,"Chuck Roll N/off, National (Ch)",29
cluster_313,13901054,"Chuck Roll N/off, AFG S. B. (Ch)",29
cluster_313,13083544,"Chuck Roll N/off, IBP Open Prairie (Ch)",29
cluster_313,13083575,"Chuck Roll N/off, IBP (Sel)",29
cluster_313,13089982,"Chuck Roll N/off, (CAngus)",29
cluster_313,13081320,"Chuck Roll N/off, Mex Gusi",29
cluster_313,13081025,"Chuck Roll N/off, National (Sel)",29
cluster_313,13081160,"Chuck Roll N/off, Iowa Premium (NR)",29
cluster_313,13081054,"Chuck Roll N/off, AFG (Ch)",29
cluster_313,157600001,"Chuck Roll N/off, Heritage",29
cluster_313,13083896,"Chuck Roll N/off, Clear River (NR)",29
cluster_313,13081014,"Chuck Roll N/off, IBP (Ch)",29
cluster_313,13081002,"Chuck Roll N/off, GreaterOmaha (CAngus)",29
cluster_313,13081164,"Chuck Roll N/off, Iowa Premium (Ch)",29
cluster_313,13081201,"Chuck Roll N/off, Creekstone (Prime)",29
cluster_313,13083556,"Chuck Roll N/off, Heartland (N/R)",29
cluster_313,13081004,"Chuck Roll N/off, GreaterOmaha (Ch)",29
cluster_313,13083556,"Chuck Roll N/off, Heartland (N/R)",29
cluster_313,13083551,"Chuck Roll N/off, Heartland (Prime)",29
cluster_313,13081176,"Chuck Roll N/off, Demkota (NR)",29
cluster_313,13081130,"Chuck Roll N/off, Mex SuKarne",29
cluster_287,13109984,"Chuck Tender (Scotties), (Ch)",14
cluster_287,13103694,"Chuck Tender Scotties, Aurora (Ch)",14
cluster_287,13101214,"Chuck Tender Scotties, Creekstone (Ch)",14
cluster_287,13101216,"Chuck Tender Scotties, Creekstone (N/R)",14
cluster_287,13101001,"Chuck Tender Scotties, Greater O (Prime)",14
cluster_287,13101002,"Chuck Tender Scotties, GreaterO(C_Angus)",14
cluster_287,13101004,"Chuck Tender Scotties, GreaterOmaha (Ch)",14
cluster_287,13103574,"Chuck Tender Scotties, IBP (Ch)",14
cluster_287,13101160,"Chuck Tender Scotties, Iowa Premium",14
cluster_287,13101024,"Chuck Tender Scotties, National (Ch)",14
cluster_287,13101874,"Chuck Tender Scotties, Nebraska B. (Ch)",14
cluster_287,13103334,"Chuck Tender Scotties, Upper Iowa (Ch)",14
cluster_287,13101211,"Chuck Tender Scotties,Creekstone (Prime)",14
cluster_287,120089,"CHUCK TENDER, CH",14
cluster_309,13186010,"Chuck Short Rib, FC Beef Mex",5
cluster_309,13181320,"Chuck Short Rib, Mex Gusi",5
cluster_309,13181120,"Chuck Short Rib, Mex Praderas",5
cluster_309,13181490,"Chuck Short Rib, Mex Santara",5
cluster_309,13181130,"Chuck Short Rib, Mex SuKarne",5
cluster_31,50136,CILANTRO 60CT,3
cluster_31,31261,Cilantro 60ct    @@@@@,3
cluster_31,50160,CILANTRO 30CT,3
cluster_147,750010,GENOA SALAMI,7
cluster_147,38447700,Salami Genoa,7
cluster_147,620110,USINGER GENOA SALAMI,7
cluster_147,742212,THUMANN GENOA SALAMI,7
cluster_147,4488,"Salami,Genoa-VOLPI",7
cluster_147,22PC12,SALAMI GENOA THM AC 3/6#,7
cluster_147,750003,CITTERIO GENOA SALAMI A.C.,7
cluster_127,13021014,"Clod Shoulder XT, IBP (Ch)",12
cluster_127,13021024,"Clod Shoulder XT, National (Ch)",12
cluster_127,13021004,"Clod Shoulder XT, GreaterOmaha (Ch)",12
cluster_127,13031024,"Clod Shoulder, National (Ch)",12
cluster_127,13011056,"Clod Shoulder, AFG (NR)",12
cluster_127,13021164,"Clod Shoulder XT, Iowa Premium (Ch)",12
cluster_127,13025763,"Clod Shoulder XT, Est 8 Angus (Ch_Angus)",12
cluster_127,13021012,"Clod Shoulder XT, IBP (CAngus)",12
cluster_127,13021022,"Clod Shoulder XT, National (CAngus)",12
cluster_127,13021162,"Clod Shoulder XT, Iowa Premium (CAngus)",12
cluster_127,13021002,"Clod Shoulder XT, GreaterOmaha (CAngus)",12
cluster_127,13021143,"Clod Shoulder XT,WesternReserve (CH/CAng",12
cluster_73,30115,MILK-SWTND CONDENSED 24/14oz*,4
cluster_73,30010001,MILK WHL 4/1 GAL,4
cluster_73,30112,MILK-EVAPORATED 24/12oz IMITATION,4
cluster_73,83333,Coconut Milk *Chaokoh* 24/13.5oz,4
cluster_398,71021529,"Cod Loin 3oz, Pacific (10#)",8
cluster_398,71019980,"Cod Loin 4oz, Pacific (10#)",8
cluster_398,71079989,"Cod Loin 6oz, Pacific (10#)",8
cluster_398,71062389,"Cod Loin 8oz, Pacific (10#)",8
cluster_398,207900037,"Cod Loin, Pacific 3oz (10#)",8
cluster_398,207900032,"Cod Loin, Pacific 4oz (10#)",8
cluster_398,207900036,"Cod Loin, Pacific 6oz (10#)",8
cluster_398,207900038,"Cod Loin, Pacific 8oz (10#)",8
cluster_59,101271,CONT DELI CLR W/LID 32oz,3
cluster_59,1012576,CONT DELI CLR 32oz 500ct,3
cluster_59,1012575,CONT DELI CLR 16oz 500ct,3
cluster_61,101258A,CONT FOAM 9x9X3 LG 1-COMP 200 CT,11
cluster_61,101258,CONT FOAM 9x9X3 LG 3-COMP 200 CT,11
cluster_61,101259B,CONT FOAM 9x6 MED 1-COMP 200 CT 206,11
cluster_61,1012581,CONT FOAM 9x6x2 -1COMP 200CT 205HT1,11
cluster_61,101258B,CONT FOAM 8x8x2 MED 1-COMP 200 CT,11
cluster_61,84710,FOAM  Container  9x6  - 205,11
cluster_61,1012596,CONT FOAM 8x7x2 MED 1-COM 200 CT,11
cluster_61,89040,FOAM Container 8x8  1-CMPT  85HT 1R,11
cluster_61,89011,Foam 9x9 1 Comp - SN200 VW,11
cluster_61,101258M,CONT FOAM 8x8x3 MED 3-COMP 200 CT,11
cluster_61,89033,Foam 9x9  3 Comp - SN203 VW,11
cluster_60,1012585,CONT FOAM TRAY WHITE 400CT 2P,6
cluster_60,1012595,CONT FOAM TRAY WHITE 400CT 4PHD,6
cluster_60,1012572,CONT FOAM TRAY WHITE 500CT 2S,6
cluster_60,1012591,CONT FOAM TRAY WHITE 500CT 4P,6
cluster_60,1012582,CONT FOAM TRAY WHITE 500CT 4PR,6
cluster_60,1012580,CONT FOAM TRAY WHITE 500CT 4S,6
cluster_75,10233350,"Tripas Intestine Small, Swift",8
cluster_75,10239980,"Tripas Intestine Small, (30#)",8
cluster_75,10231840,"Tripas Intestine Small, (Cooked), Produc",8
cluster_75,10231020,"Tripas Intestine Small, National (30#)",8
cluster_75,10231000,"Tripas Intestine Small, Greater Omaha (3",8
cluster_75,10231370,"Tripas Intestine Small, EVP #91744 (20#)",8
cluster_75,10231680,"Tripas Intestine Small, (Cooked) (25#)",8
cluster_75,10231050,"Tripas Intestine Small, AFG (15#)",8
cluster_157,22059465,CORNEDBF CKD OCO BRISK-SLCD 10/3#,8
cluster_157,220605,CORNEDBF CKD SYG BRISK 1STCUT 3/4#,8
cluster_157,220633,CORNEDBF CKD SYG BRISK HRI 2-3/23#,8
cluster_157,2202916,CORNEDBF CKD SYG BRISK-XCK 2-3/24#,8
cluster_157,1832712,CORNEDBF CKD THM-BRISK1ST 5#,8
cluster_157,220602,CORNEDBF CKD-z CRO BRISK-48201 3/9#,8
cluster_157,1832712Z,CORNEDBF CKD-z THM-BRISK1ST 2/5#,8
cluster_157,220612,CORNEDBF CKD-z V018471 BRISK 5/4#,8
cluster_156,22059005,CORNEDBF-RAW OCO BRISK REG,10
cluster_156,2206211,CORNEDBF-RAW-z OCO BRISK BARREL,10
cluster_156,22059001,CORNEDBF-RAW BEA BRISK REG 4/17#,10
cluster_156,22059001,CORNEDBF-RAW BEA BRISK REG 4/17#,10
cluster_156,1832717Z,CORNEDBF-RAW-z THM-BRISK1ST-HLV8/2#,10
cluster_156,220627,CORNEDBF-RAW-z IBP BRISK 40#,10
cluster_156,22062O,CORNEDBF-RAW OLF BRISK REG 1101 40#,10
cluster_156,22065C,CORNEDBF-RAW VIE BRISK-18100 45#,10
cluster_156,1832711,CORNEDBF-RAW THM BRISK 2/9#,10
cluster_156,1832711,CORNEDBF-RAW THM BRISK 2/9#,10
cluster_293,52211010,"Cornish Hen, 24/16oz Sigles, Tyson (24#)",13
cluster_293,99999949,Cornish Hen Tyson 16oz/24pcs,13
cluster_293,52012960,"Cornish Hen, 16/24oz, Perdue (24#)",13
cluster_293,29094245,Hen Cornish Perdue Split 16pc/24oz,13
cluster_293,99999948,Cornish Hen Chef`s Choice 16pcs/24oz (24,13
cluster_293,19061P,CORNISH HEN 24-oz 16-ct PER-35824,13
cluster_293,19094A,CORNISH HEN SLVD BNLS H-CUT 24OZ,13
cluster_293,363242,"CORNISH GAME HENS, SPLIT, 24OZ",13
cluster_293,29097565,Cornish Hens 24oz/16pc,13
cluster_293,52019984,"Cornish Hen, 16/24oz Chef`s Choice (24#)",13
cluster_293,363241,"CORNISH GAME HENS, 24OZ",13
cluster_293,29094249,Hen Cornish Deboned From 22/24 oz Piece,13
cluster_293,29097518,Cornish Hens 18oz/24pc Tyson,13
cluster_163,21053S,CRAB LEGS SNOW CLSTR CKD 5-8oz30#-z,7
cluster_163,210546,CRAB CLAW DUNG CLSTR 5-8 30#-z,7
cluster_163,210512,CRAB LEGS DUNG 25#-z,7
cluster_163,210548,CRAB CLAW DUNG CLSTR 4-5 30#-z,7
cluster_163,210547,CRAB LEGS SNOW CLSTR CKD 5-8oz-z,7
cluster_163,210538,CRAB CLAWS 5-9CT 10/2#-z,7
cluster_163,21050230,CRAB LEGS SNOW 8+ 30#-z,7
cluster_56,960PU20,SOUP-z THM CHKN NOODLE 16#,5
cluster_56,960PU31,SOUP-z THM CHKN DUMPLING 16#,5
cluster_56,960PU43,SOUP-z THM MINESTRONE 16#,5
cluster_56,960PU37,SOUP-z THM CHKN WILD RICE 16#,5
cluster_56,960PU40,SOUP-z THM BOSTON CLAM CHOWDER 16#,5
cluster_64,960271,CUP 01 OZ SOUF 10/250 CS DART,4
cluster_64,96038,CUP 01 OZ SOUF 10/250CT**,4
cluster_64,96036,CUP 1.5 OZ SOUF SOLO 20/125 CS,4
cluster_64,96027,CUP 01 OZ PRO SOUF 50/50CT,4
cluster_63,960246,CUP FOAM SOUP 08 OZ 8SJ20 DART,10
cluster_63,96024F,CUP FOAM 08 OZ SQUAT 8SJ32 DART 5C,10
cluster_63,960245,CUP FOAM 08 OZ 8SJ20 SQUAT DART,10
cluster_63,960248,CUP FOAM 08 OZ 8J8 DART 40/25CT,10
cluster_63,96039,CUP FOAM VENTED 04 OZ 4J6,10
cluster_63,96025C,CUP FOAM 16 OZ 16MJ20 DART 500PC,10
cluster_63,96021222,CUP FOAM 12J16 DART,10
cluster_63,96024C,CUP FOAM 16 OZ 16J16 DART 40/25CS,10
cluster_63,96033044,CUP FOAM 24J16 DART 500 CT,10
cluster_63,96027C32,CUP FOAM 32 OZ 32TJ32,10
cluster_66,96023,D&G Pineapple Soda,4
cluster_66,96018,D&G Cream Soda,4
cluster_66,96021,D&G Pineapple Ginger Soda,4
cluster_66,96020,D&G Grape Soda,4
cluster_183,720210,DAN`S CKD BEEF POT ROAST,5
cluster_183,620001,DAN`S CKD ITALIAN ROAST BEEF,5
cluster_183,620002,DAN`S CKD ROAST BEEF,5
cluster_183,720003,DAN`S PRIZE MISC. ROAST BEEF,5
cluster_183,207900009,Dan`s Prize Precooked Pork Roast,5
cluster_26,31516,EGGS XLG 15 DZ CART AA,11
cluster_26,31534,EGGS LRG 15 DZ AA CART ORG,11
cluster_26,31536,EGGS LRG 15 DZ AA LOOSE,11
cluster_26,31517,EGGS LRG 15 DZ CART AA AMISH,11
cluster_26,92280300,Eggs/ Large  15 dz /cs,11
cluster_26,10901,Eggs 15 Dozen L/XL AA,11
cluster_26,10901,Eggs 15 Dozen L/XL AA,11
cluster_26,31532,EGGS BROWN 15-DOZ FMC LG CARTONED,11
cluster_26,31514,EGGS JUM 12 DZ AA CART,11
cluster_26,10900,Eggs - Large  Grade AA 15 dozen,11
cluster_26,31539A,EGGS JUM 12 DZ AA CART AMISH,11
cluster_51,SP1118,PITA BREAD,6
cluster_51,90271PB,PITA BREAD 6-in KRONO-z,6
cluster_51,90272PB,PITA BREAD 6-in CORFU-z,6
cluster_51,90278000,PITA BREAD 6-in KONTOS 12/10,6
cluster_51,90275PB,PITA BREAD 7-in KRONOS-z,6
cluster_51,90273PB,PITA BREAD 7-in CORFU-z,6
cluster_33,95035A,SEASONING SALT 50#,6
cluster_33,95035025,SEASONING SALT LAWRYS 50#,6
cluster_33,90272,SALT 50#,6
cluster_33,88051,SALT - 50#,6
cluster_33,ZZ95035A,DO NOT USE SEASONING SALT 50#,6
cluster_33,90274,SALT 25#,6
cluster_453,67004310,"Drumstick, Turkey, Michigan Turkey (30#)",5
cluster_453,67009980,"Drumstick, Turkey, Tom, (30#)",5
cluster_453,67001010,"Drumstick, Turkey, Tom, Tyson Hillshire",5
cluster_453,321000,TURKEY DRUMSTICKS,5
cluster_453,11400,Turkey Tom Drumsticks,5
cluster_153,11000,Duck  Headless - A Grade (5.0#),6
cluster_153,42100500,"Duck 5# Grade ""A""",6
cluster_153,42100560,"Duck 5.50# 6/cs Grade ""A""",6
cluster_153,11004,Duck Headless - A Grade 5.0# Culver,6
cluster_153,11002,Duck Headless - A Grade 5.5# 3 Gen,6
cluster_153,11001,Duck Headless Grade A 6#,6
cluster_152,1058688,DUCK BR BNL CUL RANDOM 6/5#,8
cluster_152,10580,DUCK BR BNL CUL 05-06-oz 6/4P 10#,8
cluster_152,19530006,DUCK WBD A JUR 4.5# 6P 28#-z,8
cluster_152,19514D,DUCK WBD-MATURE CUL 6/4.5#,8
cluster_152,19530008,DUCK WBD A JUR 5.5# 6P 31#-z,8
cluster_152,1957045,DUCK BR BNL MLF 9.5-OZ 12/2P 10#-z,8
cluster_152,1058630,DUCK BR BNL JUR 10-OZ BFLY 10/2P,8
cluster_152,1058616,DUCK BR BNL JUR 12-OZ BFLY 12P 9#,8
cluster_150,19583010,DUCK LEG-CONFIT CUL-RET 12/16-OZ,3
cluster_150,19560111,DUCK LEG BI CUL RET 12/16-OZ,3
cluster_150,19558,DUCK LEG BI MLF 36/8-OZ 18#,3
cluster_192,42779500,Duck Liver,5
cluster_192,1956385,DUCK LIVER JURG 5#,5
cluster_192,195621,DUCK LIVER MLF 5#,5
cluster_192,382651,"DUCK LIVER, 6/5# CS",5
cluster_192,11253,Duck Livers,5
cluster_15,85017,Dutch Farms Colby Jack Minihorn 12#,4
cluster_15,85018,Dutch Farms Colby Minihorn 12#,4
cluster_15,85016,Dutch Farms Pep Marble Jack Minihorn 12#,4
cluster_15,85019,Dutch Farms Pepperjack Minihorn 12#,4
cluster_35,24230,THIN  WONTON Wrapper GOLDEN BOWL*,4
cluster_35,24241,Wonton Wrapper for BOIL-Golden Bowl,4
cluster_35,24150,THICK Wonton Wrapper *Golden Bowl* GREEN,4
cluster_35,24140,Wonton Wrapper -THICK *Baily*,4
cluster_54,84201,Breaded Popcorn Shrimp 70/90ct   20#,5
cluster_54,84200,Breaded Popcorn Shrimp 70/90ct   20#,5
cluster_54,84202,Cheddar Rounds,5
cluster_54,84206,IVORY ELEPHANT JASMINE RICE 40#,5
cluster_54,906101,RICE JASMINE 25#,5
cluster_107,94525080,EP Chorizo Orig Vac Pac 12/12oz,8
cluster_107,94535080,EP Chorizo Mild Vac Pac 12/12oz,8
cluster_107,94505080,EP Chorizo Super Picante VP 12/12oz,8
cluster_107,94545080,EP Vegetarian Mild Chorizo 12/12oz,8
cluster_107,74775080,EP Vegetarian Picante Chorizo 12/12oz,8
cluster_107,94515080,EP Chorizo Beef Vac Pac 12/12oz,8
cluster_107,94555080,EP Chicken Chorizo 12/10oz,8
cluster_107,94755080,EP Mole Casero 12/10oz,8
cluster_108,94725080,EP Chicken Sazon Seasoning 12/13.5oz,4
cluster_108,94565080,EP Chicken Sazon Seasoning 12/6.5oz,4
cluster_108,94735080,EP Steak Sazon Seasoning 12/13.5oz,4
cluster_108,94575080,EP Steak Sazon Seasoning 12/6.5oz,4
cluster_46,44009980,Espinazo (Spine) Skin-OFF (Boxed),6
cluster_46,44062080,Espinazo (Spine) Skin-OFF Dekalb,6
cluster_46,44062010,Espinazo (Spine) Skin-OFF Morris,6
cluster_46,44064160,Espinazo (Spine) Skin-OFF Peoria,6
cluster_46,44072080,Espinazo (Spine) Skin-ON Dekalb,6
cluster_46,44072010,Espinazo (Spine) Skin-ON Morris,6
cluster_142,17069984,"Export Rib, (Ch)",7
cluster_142,164185,"RIB EXPORT, CH, 18UP",7
cluster_142,17069985,"Export Rib, (Sel)",7
cluster_142,17061014,"Export Rib, IBP (CH)",7
cluster_142,17061120,"Export Rib, Mex PraderasHuastecas",7
cluster_142,17063810,"Export Rib, Mex FC",7
cluster_142,17061590,"Export Rib, Mex Fertres",7
cluster_140,11261013,"Eye Round, IBP (Ch_Angus)",9
cluster_140,11261014,"Eye Round, IBP (Ch)",9
cluster_140,11263334,"Eye Round, Upper Iowa (Ch)",9
cluster_140,11261004,"Eye Round, GreaterOmaha (Ch)",9
cluster_140,11261003,"Eye Round, GreaterOmaha (Ch_Angus)",9
cluster_140,11265764,"Eye Round, Est 8 Angus Iowa Premium (Ch)",9
cluster_140,11261012,"Eye Round, IBP (CAngus)",9
cluster_140,11261024,"Eye Round, National (Ch)",9
cluster_140,11261164,"Eye Round, Iowa Premium (Ch)",9
cluster_122,96495870,"F Cup, Coco Pina,True  F, (12/7z)",3
cluster_122,96505870,"F Cup, Coco Papaya Pina,True  F, (12/7z)",3
cluster_122,96485870,"F Cup, Perfect Peach,True  F, (12/7z)",3
cluster_446,SP2611,PORK SAUSAGE PATTIES  1.3oz FC,36
cluster_446,38483622,Sausage Breakfast Patties 1oz Hormel,36
cluster_446,38480509,Sausage Breakfast Patties 2oz Peoria,36
cluster_446,139499,SAUSAGE PEO 10#-z-PAT 2-OZ,36
cluster_446,620094,J.DEAN CKD PORK SAUSAGE LINKS,36
cluster_446,38120256,Sausage Breakfast Link 2oz 10#/CS,36
cluster_446,38311006,Sausage Breakfast Links 1oz Peer,36
cluster_446,1480415,SAUSAGE SLOTK-z ANDOU CAJ 12/14-oz,36
cluster_446,139498,SAUSAGE AMY 10#-z-PAT MAPL 2-OZ,36
cluster_446,38325250,Sausage Turkey 4/1 Links,36
cluster_446,38487504,Pork Sausage Breakfast Patties 2oz Jones,36
cluster_446,59999999,Sausage Patties Veggie BRK1.34oz (9.3#),36
cluster_446,48000124,Turkey Sausage Cajun 4oz,36
cluster_446,620122,"PORK SAUSAGE PATTY, WEBSTER, 4OZ",36
cluster_446,97545850,"Sausage Patties Mild, S F (12/12oz)",36
cluster_446,41501030,Turkey Link Sausage 1oz Perdue,36
cluster_446,97455750,"Sausage Andouil Smkd, Zatarain`s 10/14oz",36
cluster_446,38311016,Sausage Breakfast Links 2oz Peer,36
cluster_446,13911452,SAUSAGE WGF SUMMER SAUS 12-OZ 6#-z,36
